RA,Ano,Nome,Fase,Turma,Genero,Ano_ingresso,Instituicao,Idade,Pedra,INDE,IAA,IEG,IPS,IPP,IDA,IPV,IAN,Defasagem,Mat,Por,Ing,Atingiu_PV,Indicado_bolsa,Fase_ideal,Tempo_PM,Em_defasagem
RA-126,2022,Aluno-126,4,B,Menino,2018,Escola Pública,15.0,Ágata,6.289,7.1,5.8,7.5,,4.4,7.417,5.0,-1,4.0,5.0,4.2,Não,Sim,Fase 5 (1º EM),4.0,1
RA-127,2022,Aluno-127,4,B,Menina,2022,Escola Pública,14.0,Topázio,8.283,7.5,8.7,7.5,,7.9,8.125,10.0,0,7.7,7.7,8.3,Não,Sim,Fase 4 (9º ano),0.0,0
RA-128,2022,Aluno-128,4,B,Menino,2019,Escola Pública,15.0,Quartzo,5.563,0.0,6.2,7.5,,5.6,6.167,5.0,-1,6.7,6.8,3.2,Não,Sim,Fase 5 (1º EM),3.0,1
RA-129,2022,Aluno-129,4,B,Menino,2019,Escola Pública,15.0,Ágata,6.926,6.7,6.4,7.5,,6.7,7.792,5.0,-1,6.0,5.3,8.7,Não,Sim,Fase 5 (1º EM),3.0,1
RA-130,2022,Aluno-130,4,F,Menina,2018,Escola Pública,16.0,Quartzo,5.624,8.3,4.7,5.0,,4.1,6.5,5.0,-2,3.7,5.2,3.5,Não,Não,Fase 6 (2º EM),4.0,1
RA-131,2022,Aluno-131,4,F,Menina,2016,Escola Pública,15.0,Ametista,7.174,8.8,9.0,5.6,,5.6,7.75,5.0,-1,6.0,6.5,4.2,Não,Sim,Fase 5 (1º EM),6.0,1
RA-132,2022,Aluno-132,4,F,Menina,2019,Rede Decisão,14.0,Topázio,8.355,10.0,8.8,5.6,,7.7,8.458,10.0,0,6.5,7.5,9.1,Sim,Não,Fase 4 (9º ano),3.0,0
RA-133,2022,Aluno-133,4,F,Menina,2016,Escola Pública,15.0,Ágata,6.875,7.9,7.1,7.5,,5.6,7.625,5.0,-1,4.7,7.2,5.0,Não,Não,Fase 5 (1º EM),6.0,1
RA-134,2022,Aluno-134,4,F,Menina,2021,Escola Pública,15.0,Ágata,6.607,8.8,6.8,7.5,,4.7,7.375,5.0,-1,4.7,6.8,2.5,Não,Sim,Fase 5 (1º EM),1.0,1
RA-135,2022,Aluno-135,4,F,Menina,2019,Escola Pública,15.0,Ametista,7.692,8.3,7.8,5.6,,8.6,8.583,5.0,-1,8.0,8.2,9.5,Sim,Sim,Fase 5 (1º EM),3.0,1
RA-136,2022,Aluno-136,4,F,Menino,2019,Escola Pública,15.0,Ágata,6.478,10.0,6.3,7.5,,4.6,6.667,5.0,-1,5.3,5.7,2.8,Não,Não,Fase 5 (1º EM),3.0,1
RA-137,2022,Aluno-137,4,F,Menina,2016,Rede Decisão,17.0,Ametista,7.056,7.5,8.9,5.0,,7.3,7.792,2.5,-3,6.0,7.3,8.5,Não,Não,Fase 7 (3º EM),6.0,1
RA-138,2022,Aluno-138,4,F,Menino,2016,Escola Pública,15.0,Ágata,6.738,9.6,8.0,5.6,,5.6,6.375,5.0,-1,5.0,6.5,5.2,Não,Sim,Fase 5 (1º EM),6.0,1
RA-139,2022,Aluno-139,4,F,Menino,2019,Escola Pública,17.0,Quartzo,3.738,7.1,3.5,5.0,,1.4,3.917,2.5,-3,1.7,2.7,0.0,Não,Não,Fase 7 (3º EM),3.0,1
RA-140,2022,Aluno-140,4,F,Menina,2021,Escola Pública,14.0,Ametista,7.407,7.9,7.6,6.9,,5.7,7.667,10.0,0,5.0,6.5,5.6,Não,Sim,Fase 4 (9º ano),1.0,0
RA-141,2022,Aluno-141,4,F,Menino,2017,Escola Pública,14.0,Ametista,7.118,9.2,8.2,5.6,,5.7,5.917,10.0,0,5.8,6.2,5.0,Não,Não,Fase 4 (9º ano),5.0,0
RA-142,2022,Aluno-142,4,F,Menina,2021,Escola Pública,14.0,Ametista,7.457,6.7,8.6,5.6,,6.3,7.583,10.0,0,6.0,6.8,6.0,Não,Não,Fase 4 (9º ano),1.0,0
RA-143,2022,Aluno-143,4,F,Menino,2019,Rede Decisão,13.0,Topázio,8.638,8.3,9.9,5.6,,7.9,9.5,10.0,1,9.7,7.7,6.4,Sim,Não,Fase 3 (7º e 8º ano),3.0,0
RA-144,2022,Aluno-144,4,F,Menina,2017,Rede Decisão,14.0,Topázio,8.181,7.5,9.3,5.0,,7.9,8.292,10.0,0,7.5,7.2,9.0,Não,Não,Fase 4 (9º ano),5.0,0
RA-145,2022,Aluno-145,4,H,Menino,2017,Escola Pública,16.0,Quartzo,5.846,0.0,6.3,8.1,,5.2,7.25,5.0,-2,3.0,4.8,7.8,Não,Sim,Fase 6 (2º EM),5.0,1
RA-146,2022,Aluno-146,4,H,Menina,2022,Escola Pública,15.0,Ametista,7.947,8.3,9.2,7.5,,7.9,8.208,5.0,-1,6.3,7.3,10.0,Não,Sim,Fase 5 (1º EM),0.0,1
RA-147,2022,Aluno-147,4,H,Menina,2022,Escola Pública,14.0,Ametista,7.541,8.3,7.7,7.5,,6.1,7.25,10.0,0,5.8,4.8,7.7,Não,Não,Fase 4 (9º ano),0.0,0
RA-148,2022,Aluno-148,4,H,Menino,2022,Escola Pública,14.0,Ametista,7.894,9.2,7.9,10.0,,5.3,7.708,10.0,0,4.7,6.3,5.0,Não,Sim,Fase 4 (9º ano),0.0,0
RA-149,2022,Aluno-149,4,H,Menina,2022,Escola Pública,15.0,Ágata,6.323,9.2,6.5,7.5,,5.0,6.125,5.0,-1,4.0,6.0,,Não,Não,Fase 5 (1º EM),0.0,1
RA-150,2022,Aluno-150,4,H,Menina,2020,Escola Pública,16.0,Ágata,6.962,9.6,6.3,6.9,,6.9,7.333,5.0,-2,5.3,6.7,8.6,Não,Sim,Fase 6 (2º EM),2.0,1
RA-151,2022,Aluno-151,4,H,Menina,2020,Escola Pública,16.0,Ametista,7.563,8.8,7.5,6.9,,8.3,7.958,5.0,-2,7.3,8.0,9.5,Não,Sim,Fase 6 (2º EM),2.0,1
RA-152,2022,Aluno-152,4,L,Menina,2022,Escola Pública,16.0,Ágata,6.712,8.3,7.0,7.5,,6.5,6.292,5.0,-2,4.0,7.0,8.5,Não,Não,Fase 6 (2º EM),0.0,1
RA-153,2022,Aluno-153,4,L,Menina,2018,Rede Decisão,14.0,Ametista,7.535,7.9,8.2,5.0,,6.6,7.708,10.0,0,3.3,7.7,8.8,Não,Não,Fase 4 (9º ano),4.0,0
RA-154,2022,Aluno-154,4,L,Menino,2017,Escola Pública,15.0,Ágata,6.073,8.3,6.1,6.3,,4.0,6.833,5.0,-1,3.7,6.2,2.1,Não,Sim,Fase 5 (1º EM),5.0,1
RA-155,2022,Aluno-155,4,L,Menino,2022,Escola Pública,16.0,Ametista,7.051,10.0,8.3,7.5,,5.2,6.833,5.0,-2,4.3,6.8,4.3,Não,Sim,Fase 6 (2º EM),0.0,1
RA-156,2022,Aluno-156,4,L,Menino,2018,Escola Pública,15.0,Ametista,7.357,10.0,8.3,9.4,,4.4,7.792,5.0,-1,4.7,6.5,2.1,Não,Sim,Fase 5 (1º EM),4.0,1
RA-157,2022,Aluno-157,4,L,Menina,2018,Rede Decisão,12.0,Topázio,8.317,7.5,10.0,6.3,,7.7,8.292,10.0,1,7.0,7.5,8.7,Não,Não,Fase 3 (7º e 8º ano),4.0,0
RA-158,2022,Aluno-158,4,L,Menina,2017,Rede Decisão,17.0,Ametista,7.302,7.9,9.8,5.6,,6.6,8.125,2.5,-3,5.0,6.7,8.1,Não,Não,Fase 7 (3º EM),5.0,1
RA-159,2022,Aluno-159,4,L,Menina,2021,Escola Pública,15.0,Ágata,6.49,8.3,8.1,5.6,,4.7,6.458,5.0,-1,4.3,5.8,3.9,Não,Não,Fase 5 (1º EM),1.0,1
RA-160,2022,Aluno-160,4,L,Menina,2021,Escola Pública,15.0,Ágata,6.746,7.5,7.2,5.6,,5.3,8.25,5.0,-1,2.7,6.0,7.1,Não,Sim,Fase 5 (1º EM),1.0,1
RA-161,2022,Aluno-161,4,L,Menina,2018,Rede Decisão,11.0,Ametista,7.957,7.9,9.1,5.6,,6.9,8.083,10.0,2,5.3,6.8,8.5,Não,Não,Fase 2 (5º e 6º ano),4.0,0
RA-162,2022,Aluno-162,4,L,Menina,2021,Escola Pública,14.0,Ametista,7.215,6.7,8.5,7.5,,5.5,6.542,10.0,0,4.7,5.5,6.4,Não,Não,Fase 4 (9º ano),1.0,0
RA-163,2022,Aluno-163,4,L,Menina,2021,Escola Pública,15.0,Ágata,6.797,8.8,7.9,5.6,,6.7,6.5,5.0,-1,6.5,6.3,7.4,Não,Não,Fase 5 (1º EM),1.0,1
RA-164,2022,Aluno-164,4,L,Menino,2018,Escola Pública,16.0,Ágata,6.776,8.3,7.3,5.6,,6.5,7.208,5.0,-2,4.7,6.5,8.3,Não,Sim,Fase 6 (2º EM),4.0,1
RA-165,2022,Aluno-165,4,L,Menina,2017,Rede Decisão,14.0,Topázio,8.063,7.1,9.8,5.6,,7.6,7.5,10.0,0,5.3,7.8,9.7,Não,Não,Fase 4 (9º ano),5.0,0
RA-166,2022,Aluno-166,4,L,Menino,2020,Escola Pública,14.0,Topázio,8.253,9.2,9.0,6.3,,8.1,7.542,10.0,0,7.0,7.2,10.0,Não,Sim,Fase 4 (9º ano),2.0,0
RA-167,2022,Aluno-167,4,P,Menina,2018,Rede Decisão,16.0,Ametista,7.798,9.2,9.7,5.6,,7.9,7.833,5.0,-2,9.3,8.0,6.3,Não,Não,Fase 6 (2º EM),4.0,1
RA-168,2022,Aluno-168,4,P,Menina,2018,Rede Decisão,15.0,Ágata,6.917,7.9,8.3,6.3,,5.9,7.083,5.0,-1,4.7,8.2,5.0,Não,Não,Fase 5 (1º EM),4.0,1
RA-169,2022,Aluno-169,4,P,Menina,2018,Escola Pública,15.0,Quartzo,5.159,7.5,5.1,6.3,,3.2,4.792,5.0,-1,1.3,4.5,3.8,Não,Não,Fase 5 (1º EM),4.0,1
RA-170,2022,Aluno-170,4,P,Menina,2018,Rede Decisão,14.0,Ágata,7.007,8.3,9.2,5.6,,4.9,5.792,10.0,0,3.7,6.7,4.3,Não,Não,Fase 4 (9º ano),4.0,0
RA-171,2022,Aluno-171,4,P,Menino,2022,Escola Pública,16.0,Ágata,6.581,7.5,6.8,7.5,,5.5,6.875,5.0,-2,3.0,8.0,,Não,Não,Fase 6 (2º EM),0.0,1
RA-172,2022,Aluno-172,4,P,Menina,2018,Rede Decisão,14.0,Topázio,8.673,9.2,8.9,9.4,,7.3,8.917,10.0,0,6.0,7.7,8.1,Sim,Não,Fase 4 (9º ano),4.0,0
RA-173,2022,Aluno-173,4,P,Menino,2019,Rede Decisão,17.0,Ametista,7.816,8.3,9.2,6.9,,7.9,9.25,2.5,-3,9.0,7.5,7.1,Sim,Não,Fase 7 (3º EM),3.0,1
RA-174,2022,Aluno-174,4,P,Menina,2019,Escola Pública,15.0,Ágata,6.075,7.9,6.2,7.5,,4.4,6.042,5.0,-1,4.0,5.3,3.8,Não,Não,Fase 5 (1º EM),3.0,1
RA-175,2022,Aluno-175,4,P,Menina,2018,Rede Decisão,15.0,Ágata,6.75,8.3,9.2,5.6,,5.9,5.833,5.0,-1,4.7,7.2,5.9,Não,Não,Fase 5 (1º EM),4.0,1
RA-176,2022,Aluno-176,3,A,Menina,2018,Rede Decisão,13.0,Topázio,8.427,9.6,9.1,5.6,,6.9,9.083,10.0,0,5.1,6.8,8.7,Sim,Não,Fase 3 (7º e 8º ano),4.0,0
RA-177,2022,Aluno-177,3,A,Menina,2022,Escola Pública,13.0,Ametista,7.424,7.9,8.8,4.4,,6.8,6.958,10.0,0,6.0,7.5,,Não,Não,Fase 3 (7º e 8º ano),0.0,0
RA-178,2022,Aluno-178,3,A,Menina,2016,Rede Decisão,13.0,Ágata,7.025,0.0,8.8,4.4,,6.3,8.458,10.0,0,6.2,5.3,7.3,Sim,Não,Fase 3 (7º e 8º ano),6.0,0
RA-179,2022,Aluno-179,3,A,Menino,2022,Escola Pública,12.0,Ametista,7.993,7.5,9.2,7.5,,6.1,8.042,10.0,0,3.7,6.7,8.0,Não,Sim,Fase 3 (7º e 8º ano),0.0,0
RA-180,2022,Aluno-180,3,A,Menino,2018,Rede Decisão,12.0,Topázio,8.442,9.2,8.3,6.3,,8.1,8.625,10.0,0,7.7,8.3,8.3,Sim,Não,Fase 3 (7º e 8º ano),4.0,0
RA-181,2022,Aluno-181,3,A,Menina,2019,Rede Decisão,13.0,Topázio,8.623,9.2,9.5,8.8,,6.8,8.458,10.0,0,6.8,7.3,6.2,Sim,Não,Fase 3 (7º e 8º ano),3.0,0
RA-182,2022,Aluno-182,3,A,Menina,2021,Escola Pública,16.0,Ágata,6.328,7.5,8.0,7.5,,4.1,6.958,2.5,-3,1.3,5.7,5.4,Não,Não,Fase 6 (2º EM),1.0,1
RA-183,2022,Aluno-183,3,A,Menina,2022,Escola Pública,13.0,Ametista,7.3,8.3,8.8,7.5,,3.8,7.25,10.0,0,0.0,7.5,,Não,Não,Fase 3 (7º e 8º ano),0.0,0
RA-184,2022,Aluno-184,3,A,Menino,2019,Escola Pública,16.0,Ametista,7.28,8.8,7.7,7.5,,7.2,8.0,2.5,-3,5.0,7.3,9.3,Não,Sim,Fase 6 (2º EM),3.0,1
RA-185,2022,Aluno-185,3,A,Menino,2021,Escola Pública,15.0,Ágata,6.615,7.9,7.7,7.5,,4.5,6.875,5.0,-2,3.3,5.7,4.5,Não,Não,Fase 5 (1º EM),1.0,1
RA-186,2022,Aluno-186,3,A,Menina,2019,Escola Pública,13.0,Ametista,7.832,8.3,8.5,7.5,,6.6,7.5,10.0,0,6.0,5.7,8.0,Não,Sim,Fase 3 (7º e 8º ano),3.0,0
RA-187,2022,Aluno-187,3,A,Menina,2019,Rede Decisão,12.0,Ametista,7.928,8.8,8.9,7.5,,5.8,7.917,10.0,0,5.3,7.2,4.8,Não,Não,Fase 3 (7º e 8º ano),3.0,0
RA-188,2022,Aluno-188,3,A,Menino,2021,Escola Pública,14.0,Quartzo,5.307,0.0,6.1,7.5,,2.7,7.583,5.0,-1,3.0,3.2,2.0,Não,Sim,Fase 4 (9º ano),1.0,1
RA-189,2022,Aluno-189,3,A,Menino,2018,Rede Decisão,14.0,Ametista,7.629,10.0,9.7,5.0,,7.2,7.333,5.0,-1,6.3,7.2,8.0,Não,Não,Fase 4 (9º ano),4.0,1
RA-190,2022,Aluno-190,3,A,Menina,2022,Escola Pública,13.0,Ametista,7.335,6.7,6.9,8.8,,6.3,7.25,10.0,0,5.0,7.5,,Não,Não,Fase 3 (7º e 8º ano),0.0,0
RA-191,2022,Aluno-191,3,A,Menino,2019,Rede Decisão,13.0,Topázio,8.74,10.0,9.4,8.8,,7.2,8.5,10.0,0,8.0,7.2,6.3,Sim,Não,Fase 3 (7º e 8º ano),3.0,0
RA-192,2022,Aluno-192,3,B,Menino,2021,Escola Pública,15.0,Quartzo,4.932,8.8,3.6,7.5,,2.7,4.708,5.0,-2,1.7,4.7,1.7,Não,Não,Fase 5 (1º EM),1.0,1
RA-193,2022,Aluno-193,3,B,Menino,2016,Rede Decisão,12.0,Topázio,8.155,9.2,8.9,5.6,,6.7,8.5,10.0,0,5.0,6.3,8.7,Sim,Não,Fase 3 (7º e 8º ano),6.0,0
RA-194,2022,Aluno-194,3,B,Menina,2022,Escola Pública,14.0,Quartzo,4.265,0.0,6.2,5.0,,3.2,3.75,5.0,-1,3.7,5.8,0.0,Não,Não,Fase 4 (9º ano),0.0,1
RA-195,2022,Aluno-195,3,B,Menina,2017,Rede Decisão,13.0,Ametista,8.017,8.8,9.2,5.0,,6.3,8.25,10.0,0,6.8,6.3,5.8,Não,Não,Fase 3 (7º e 8º ano),5.0,0
RA-196,2022,Aluno-196,3,B,Menino,2018,Rede Decisão,12.0,Topázio,8.124,9.2,9.1,7.5,,5.1,8.625,10.0,0,4.0,6.0,5.3,Sim,Não,Fase 3 (7º e 8º ano),4.0,0
RA-197,2022,Aluno-197,3,B,Menina,2021,Rede Decisão,13.0,Topázio,8.218,8.8,9.7,4.4,,7.3,8.292,10.0,0,6.0,7.5,8.3,Não,Não,Fase 3 (7º e 8º ano),1.0,0
RA-198,2022,Aluno-198,3,B,Menino,2017,Escola Pública,13.0,Quartzo,5.554,0.0,6.2,5.0,,4.6,5.958,10.0,0,5.2,5.8,2.8,Não,Não,Fase 3 (7º e 8º ano),5.0,0
RA-199,2022,Aluno-199,3,B,Menino,2022,Escola Pública,13.0,Ametista,7.564,8.3,7.1,7.5,,7.5,6.458,10.0,0,5.7,7.8,9.0,Não,Não,Fase 3 (7º e 8º ano),0.0,0
RA-200,2022,Aluno-200,3,B,Menino,2018,Escola JP II,15.0,Quartzo,5.705,7.9,5.6,4.4,,5.5,4.917,5.0,-2,4.7,5.0,6.8,Não,Não,Fase 5 (1º EM),4.0,1
RA-201,2022,Aluno-201,3,B,Menina,2021,Escola Pública,15.0,Ametista,7.078,7.9,7.3,7.5,,6.5,7.542,5.0,-2,6.0,7.2,6.3,Não,Não,Fase 5 (1º EM),1.0,1
RA-202,2022,Aluno-202,3,B,Menina,2017,Escola Pública,14.0,Quartzo,5.201,0.0,5.2,4.4,,5.4,6.917,5.0,-1,6.3,5.8,4.2,Não,Sim,Fase 4 (9º ano),5.0,1
RA-203,2022,Aluno-203,3,B,Menina,2021,Escola Pública,14.0,Quartzo,5.669,8.8,4.3,7.5,,2.8,6.875,5.0,-1,2.3,3.5,2.5,Não,Não,Fase 4 (9º ano),1.0,1
RA-204,2022,Aluno-204,3,B,Menina,2019,Escola Pública,13.0,Ágata,6.943,7.9,6.7,4.4,,7.4,5.708,10.0,0,5.3,8.5,8.5,Não,Não,Fase 3 (7º e 8º ano),3.0,0
RA-205,2022,Aluno-205,3,B,Menino,2020,Escola Pública,14.0,Quartzo,5.372,9.6,3.8,7.5,,4.1,4.833,5.0,-1,5.7,1.7,5.0,Não,Não,Fase 4 (9º ano),2.0,1
RA-206,2022,Aluno-206,3,B,Menina,2022,Escola Pública,12.0,Ametista,7.101,8.3,8.8,7.5,,5.0,5.167,10.0,0,4.0,6.0,,Não,Não,Fase 3 (7º e 8º ano),0.0,0
RA-207,2022,Aluno-207,3,C,Menino,2021,Escola Pública,16.0,Quartzo,4.936,0.0,4.8,7.5,,5.8,5.708,2.5,-3,5.3,4.0,8.0,Não,Não,Fase 6 (2º EM),1.0,1
RA-208,2022,Aluno-208,3,C,Menino,2018,Escola Pública,14.0,Ágata,6.667,7.5,7.1,7.5,,6.1,6.417,5.0,-1,5.0,7.5,5.8,Não,Não,Fase 4 (9º ano),4.0,1
RA-209,2022,Aluno-209,3,C,Menino,2019,Escola Pública,14.0,Quartzo,4.499,0.0,4.8,5.6,,6.0,3.75,5.0,-1,5.0,5.2,7.8,Não,Não,Fase 4 (9º ano),3.0,1
RA-210,2022,Aluno-210,3,C,Menino,2022,Escola Pública,14.0,Quartzo,4.44,0.0,5.1,7.5,,3.4,4.417,5.0,-1,2.7,5.3,2.3,Não,Não,Fase 4 (9º ano),0.0,1
RA-211,2022,Aluno-211,3,C,Menino,2021,Escola Pública,13.0,Topázio,8.465,9.2,8.8,7.5,,7.6,8.458,10.0,0,6.7,7.5,8.5,Sim,Sim,Fase 3 (7º e 8º ano),1.0,0
RA-212,2022,Aluno-212,3,C,Menino,2022,Escola Pública,14.0,Ametista,7.268,9.6,8.4,7.5,,6.2,6.958,5.0,-1,4.8,5.8,7.8,Não,Não,Fase 4 (9º ano),0.0,1
RA-213,2022,Aluno-213,3,C,Menino,2022,Escola Pública,13.0,Ametista,7.209,9.6,8.7,7.5,,3.5,6.833,10.0,0,5.0,2.0,,Não,Não,Fase 3 (7º e 8º ano),0.0,0
RA-214,2022,Aluno-214,3,C,Menino,2022,Escola Pública,15.0,Quartzo,4.87,0.0,6.1,7.5,,4.3,5.125,5.0,-2,5.0,3.5,,Não,Não,Fase 5 (1º EM),0.0,1
RA-215,2022,Aluno-215,3,D,Menina,2021,Escola Pública,13.0,Ametista,7.172,6.7,5.8,7.5,,7.8,6.542,10.0,0,5.7,7.7,10.0,Não,Não,Fase 3 (7º e 8º ano),1.0,0
RA-216,2022,Aluno-216,3,D,Menina,2018,Escola Pública,13.0,Ametista,7.502,7.9,8.5,7.5,,7.0,5.583,10.0,0,5.3,6.5,9.2,Não,Não,Fase 3 (7º e 8º ano),4.0,0
RA-217,2022,Aluno-217,3,D,Menina,2021,Escola Pública,15.0,Ametista,7.397,7.9,8.5,7.5,,7.1,7.292,5.0,-2,6.3,7.2,7.7,Não,Sim,Fase 5 (1º EM),1.0,1
RA-218,2022,Aluno-218,3,D,Menina,2022,Escola Pública,14.0,Ágata,6.1,6.3,7.3,7.5,,4.0,6.125,5.0,-1,5.0,7.0,0.0,Não,Não,Fase 4 (9º ano),0.0,1
RA-219,2022,Aluno-219,3,D,Menino,2019,Escola Pública,16.0,Quartzo,5.942,8.8,6.9,7.5,,3.5,6.375,2.5,-3,4.0,4.8,1.7,Não,Não,Fase 6 (2º EM),3.0,1
RA-220,2022,Aluno-220,3,D,Menina,2022,Escola Pública,13.0,Ágata,7.028,0.0,8.1,7.5,,6.5,7.833,10.0,0,6.8,6.8,5.8,Não,Sim,Fase 3 (7º e 8º ano),0.0,0
RA-221,2022,Aluno-221,3,D,Menino,2022,Escola Pública,14.0,Ágata,6.892,9.6,8.5,7.5,,5.2,6.0,5.0,-1,7.0,3.5,5.0,Não,Não,Fase 4 (9º ano),0.0,1
RA-222,2022,Aluno-222,3,D,Menina,2019,Escola Pública,15.0,Quartzo,5.604,7.1,4.6,7.5,,6.2,4.917,5.0,-2,5.0,7.5,6.0,Não,Não,Fase 5 (1º EM),3.0,1
RA-223,2022,Aluno-223,3,E,Menina,2022,Escola Pública,13.0,Quartzo,4.966,0.0,4.6,7.5,,3.1,5.583,10.0,0,4.3,4.7,0.2,Não,Não,Fase 3 (7º e 8º ano),0.0,0
RA-224,2022,Aluno-224,3,E,Menino,2021,Escola Pública,13.0,Quartzo,5.671,9.6,4.3,7.5,,2.6,4.875,10.0,0,5.0,2.7,0.0,Não,Não,Fase 3 (7º e 8º ano),1.0,0
RA-225,2022,Aluno-225,3,E,Menino,2022,Escola Pública,14.0,Quartzo,5.918,8.3,5.3,7.5,,5.0,5.708,5.0,-1,3.0,7.0,,Não,Não,Fase 4 (9º ano),0.0,1
RA-226,2022,Aluno-226,3,E,Menina,2022,Escola Pública,14.0,Ágata,6.549,7.5,6.1,7.5,,6.8,6.208,5.0,-1,7.0,6.5,,Não,Não,Fase 4 (9º ano),0.0,1
RA-227,2022,Aluno-227,3,E,Menino,2022,Escola Pública,12.0,Ágata,6.471,9.2,6.4,7.5,,3.3,5.833,10.0,0,4.7,4.3,1.0,Não,Não,Fase 3 (7º e 8º ano),0.0,0
RA-228,2022,Aluno-228,3,E,Menina,2017,Escola Pública,15.0,Ágata,6.196,7.5,6.7,7.5,,4.8,6.417,5.0,-2,3.0,6.0,5.3,Não,Não,Fase 5 (1º EM),5.0,1
RA-229,2022,Aluno-229,3,E,Menino,2022,Escola Pública,12.0,Topázio,8.62,10.0,9.4,7.5,,6.9,8.5,10.0,0,7.0,6.7,7.2,Sim,Sim,Fase 3 (7º e 8º ano),0.0,0
RA-230,2022,Aluno-230,3,E,Menino,2022,Escola Pública,14.0,Ágata,6.328,7.9,5.1,7.5,,5.7,6.75,5.0,-1,3.7,4.3,9.0,Não,Sim,Fase 4 (9º ano),0.0,1
RA-231,2022,Aluno-231,3,E,Menino,2022,Escola Pública,14.0,Ágata,6.116,8.8,7.4,7.5,,3.8,5.333,5.0,-1,3.0,4.5,,Não,Não,Fase 4 (9º ano),0.0,1
RA-232,2022,Aluno-232,3,E,Menino,2022,Escola Pública,12.0,Quartzo,4.245,0.0,4.9,7.5,,0.0,4.542,10.0,0,0.0,0.0,,Não,Não,Fase 3 (7º e 8º ano),0.0,0
RA-233,2022,Aluno-233,3,E,Menino,2022,Escola Pública,14.0,Ágata,6.051,7.9,7.4,7.5,,3.8,5.5,5.0,-1,3.0,4.5,,Não,Não,Fase 4 (9º ano),0.0,1
RA-234,2022,Aluno-234,3,E,Menino,2022,Escola Pública,13.0,Ágata,6.719,10.0,7.6,5.6,,4.3,5.583,10.0,0,3.7,6.3,2.8,Não,Não,Fase 3 (7º e 8º ano),0.0,0
RA-235,2022,Aluno-235,3,E,Menina,2022,Escola Pública,14.0,Ágata,6.79,8.3,7.3,7.5,,6.3,6.417,5.0,-1,7.0,5.5,,Não,Não,Fase 4 (9º ano),0.0,1
RA-236,2022,Aluno-236,3,F,Menina,2022,Escola Pública,12.0,Ametista,7.11,9.6,7.5,7.5,,3.7,7.208,10.0,0,4.0,4.0,3.0,Não,Não,Fase 3 (7º e 8º ano),0.0,0
RA-237,2022,Aluno-237,3,F,Menina,2022,Escola Pública,14.0,Topázio,8.084,10.0,9.0,7.5,,7.8,8.417,5.0,-1,6.8,7.7,8.8,Sim,Sim,Fase 4 (9º ano),0.0,1
RA-238,2022,Aluno-238,3,F,Menina,2021,Escola Pública,14.0,Ágata,6.331,8.8,6.4,5.0,,5.1,7.208,5.0,-1,4.3,6.5,4.5,Não,Não,Fase 4 (9º ano),1.0,1
RA-239,2022,Aluno-239,3,F,Menina,2021,Escola Pública,15.0,Quartzo,4.572,0.0,3.7,7.5,,3.7,5.958,5.0,-2,2.0,4.7,4.5,Não,Não,Fase 5 (1º EM),1.0,1
RA-240,2022,Aluno-240,3,F,Menina,2017,Rede Decisão,13.0,Ágata,6.943,7.1,8.1,5.0,,4.7,7.042,10.0,0,6.3,5.0,2.8,Não,Não,Fase 3 (7º e 8º ano),5.0,0
RA-241,2022,Aluno-241,3,F,Menino,2016,Rede Decisão,14.0,Topázio,8.468,10.0,10.0,7.5,,7.7,9.125,5.0,-1,8.2,7.5,7.3,Sim,Não,Fase 4 (9º ano),6.0,1
RA-242,2022,Aluno-242,3,F,Menino,2018,Rede Decisão,13.0,Topázio,8.673,9.6,9.7,5.6,,8.2,8.708,10.0,0,8.7,7.2,8.7,Sim,Não,Fase 3 (7º e 8º ano),4.0,0
RA-243,2022,Aluno-243,3,F,Menina,2022,Escola Pública,15.0,Ágata,6.982,7.1,8.7,5.0,,6.0,7.875,5.0,-2,5.0,5.3,7.7,Não,Não,Fase 5 (1º EM),0.0,1
RA-244,2022,Aluno-244,3,F,Menina,2018,Rede Decisão,12.0,Topázio,8.51,7.5,9.4,6.3,,7.8,9.208,10.0,0,6.7,8.0,8.7,Sim,Não,Fase 3 (7º e 8º ano),4.0,0
RA-245,2022,Aluno-245,3,F,Menino,2016,Rede Decisão,14.0,Topázio,8.656,10.0,9.9,7.5,,8.4,9.25,5.0,-1,8.3,8.2,8.8,Sim,Não,Fase 4 (9º ano),6.0,1
RA-246,2022,Aluno-246,3,F,Menino,2022,Escola Pública,13.0,Topázio,8.639,8.3,9.4,7.5,,7.6,9.167,10.0,0,8.0,6.7,8.0,Sim,Sim,Fase 3 (7º e 8º ano),0.0,0
RA-247,2022,Aluno-247,3,F,Menina,2021,Escola Pública,13.0,Ametista,7.72,8.3,8.2,7.5,,5.8,7.875,10.0,0,5.3,5.7,6.3,Não,Sim,Fase 3 (7º e 8º ano),1.0,0
RA-248,2022,Aluno-248,3,F,Menino,2022,Escola Pública,13.0,Ametista,7.429,9.2,7.6,7.5,,5.2,7.292,10.0,0,4.0,5.5,6.0,Não,Não,Fase 3 (7º e 8º ano),0.0,0
RA-249,2022,Aluno-249,3,G,Menino,2017,Escola Pública,14.0,Quartzo,5.097,6.7,7.4,5.0,,2.9,4.292,5.0,-1,2.3,4.2,2.2,Não,Não,Fase 4 (9º ano),5.0,1
